tweet_id,text,0c3jbu49tho46b5udmr99m8mp3,0lg96esg0sei07fo35n9o1dfv0,0mh1d1e0j45qt98gj2emndr9u3,0re71cb38k4vbm0ab8ptfch9e1,15luksqg9o7phlgfv5qgv3ctt6,171f256lbtk96v7dibnt656bg5,17464arrr3vutv3outklraeli0,1edr5icem4mtn3dgfqv1o99he2,1krhk1u8d76j6k6kj5k7tuu4m2,20npgghv7npkgvg0dq4f5tikg5,28ce50uudb2ogqd6jdebcilin6,2a0rau9l1klkiu9uqufdhph5n6,31ghn8k3bmc9re4niejkdcqta3,3ea5iveejsp347oe5o9jvs52v3,3vi5o9d4k2qno8cebfp5lv9k96,4juao1udl9h6jvjuq2h181gue1,4s2ilknhpk6s7jml5vdh50t4o5,5al2lbn8d3l63v9gi3chpraq92,7i3lf3ns9t44b01djorgrha9u2,7jp6g72ajb4h4nl9cfet94ekf0,7kibm9nf8241it6db59sndrl11,7l1tpe1t9ginvovkttkr56i3m1,7r7or8ag9d390oonnrfs9bgni4,7r8f0v50o32tdt9tbnru16nb72,8jljr0nv5kr6j2lt2r198376e4,91enutde8jidf4mmbou1ar4ia1,9ig128toet7qdmel22c09evdn2,9kbojo42f5c9175bg0f0o37pf0,9ktgilncegoi9j71a7vuqj16t2,9lqoeeil4jhfho2ef1a6606c74,aflsuipv9rnc5qnfjkd78ha5a4,ahdliooedvebg34bqhh3ipevr0,ajrf4um6b2hcetpg7s34asbql2,aq0dm53kc09qc1bbq6ihn6p4a4,bfp6vvm7h6gsfjvklmgbh1vj21,c4pfqcj0qmo4f9kq64jito5bd4,c7pke7t2c6naj1a196mvkmura7,ckf4ohcksqafer81ho40n026k2,cl9m1s4j7afe83cnv7ei9g8r66,crkp7kev1u02fsc8q45fktf8t7,ctjs1k9622t33rjbqali0dosf5,dcia1jb1dhcvn7jhr62m34kur7,de6ju08ipm07d7s9j3l1pv04g6,dfsr180crmp9c3ptb7bn39ph84,dgnhovafp9scl1cltcb8i27do0,do96slniuhnrl6fuqenpgkd0o2,dv3m54tivcdufvo5ggb8p7uji6,dvpf4o1bd271911squ3lebsnq2,epv11f5u0ur2tol3vlgvvva594,facjrdu33cod327n16lj6jdrh4,fic8u9o83q8vq2jt2t4ed9vra4,fm7id2qd2mu7dd5lu6h1ses4b2,fnt2ik4f000umdh30d6hk14kk6,hdq68fpm0hs7r1p1m9vs6d58p2,hqvtebj405n08f87nfhliocia0,hvun1822hrg8afj30dlo3jqpk7,i121cplbg3h5ck99jumnppeql1,i2nhjkbhkbkir86llscpbg2no4,itek2m2qp6on70reispm56agm3,itjh7hgstlrtplfrr2mr315c43,iunn83b57apecmea025736qvv7,jg0l10m57b4iov3lvcj6b77ri1,jpceoqs51mea46rmo40f8pm7v7,l9ga959n2hjsvo7vl90s9hasi1,lclhi1ehob7d95i40204tkk4b5,let3vuej3vpvmvdvd4d0iq5lp5,lueqkmtdo9h3ou8g9docnfsl24,mb9qi4l2e7evpo2rh7elio8hs0,md9io7a7rlse6jhubroplolbo4,mfc2m3boadk0j0of18mvpma732,miuc4selseup6ahk47rns7dd84,mlk55rpa73eqd7sak175h9vvf5,n3hkes9ul1s43f491cub1rk2t1,og0hmgkkuu8ua7ccjkl43i70f0,oo116onobcu01rc45mol43c146,pclusbm0ftq1sm0pfv8h6u0oo3,pe95ssai9tavae8oncd3fr2h94,pi6qmcjngfl3k53fmpvhobulg3,pkhat7rck2vm63lqmt1gs35ib5,pt0iorpsj22p60p6dg6ucpvft6,q3nhpfehlugn37vvgg320h99t7,qdd0unnmvcsi1n88a8omkerii7,qpp5nstf40o231sn2anvgj9842,r8m6enukedq9bf8jg4jtfp5h96,rrtab4d07cgaaj61vt1n3q2os6,s3nahocbkq031hkl704h7k50c3,scahjnc7lbh1clmtdishb52474,sp12frbrdc0i4k1pj8ch5v9kg3,spfcc1f1oanbvjil0tk3e2r7v2,t2g54r2ehuch33kvl32ajjdd80,t6oktkgtfbe5alq8rjmgbvrcv5,tesnno6fucv1um89opb8qb3kf3,thv26ne43fbb9hsrqsg75ntdg4,tkfro34k6nq49of2fl4d95vj83,tva30pd6v3857u3v0v2utqacj6,u9f4be86fglsekbqn92947ti56,uffpnou6daove1gvj2retde885,ugu5ran4euorifd91uqms7uuq7,ulcoup263danq62e213es97at3,vf7art6j8ir0kljq98sk6j9kb7
16191409115627520,"Borracho tropieza con militar: —Disculpe mi sargento —Cómo que sargento? No ve las estrellas? —Bueno, disculpa mi cielo",0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,0,0,0,0,0,0,0,0
16235575870758912,"Mamá ¿por qué yo soy negro, tu amarilla y papá blanco? Con el lío que hubo esa noche, da gracias que no ladres! #ChistesPicantes",0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16280403568500737,"Monja va al médico, por error le dan prueba de embarazo positivo y grita: SANTISIMO ya ni en las velas se puede confiar!",0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16553747308089344,"La enfermera le muestra el bebé a su padre, y el padre grita feliz: -CHICOO! -No, CHICA... y deje en paz mi meñique! #ChistesPicantes",0,0,0,0,0,0,0,x,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16599228113494016,"Si tu ex te dice: ¡Nunca encontrarás a alguien como yo! Contéstale: ¡ESA ES LA IDEA, COÑO DE TU MADRE! #ChistesPicantes",0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16641454029930496,"No es lo mismo decir: te mandé a guardar mi yate, que ya-te lo mandé a guardar! #ChistesPicantes",0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16686686717083648,¿Qué hace Batman en casa de Batichica? ¡Batirarsela! #ChistesPicantes,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
17279650052972544,"-Papi, cómo se hacen los niños? -Mira Jaimito, papá pone una semillita en mamá -Ah, ya entendí, ¿y se la empuja con el pito? by @antosuey",0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18407786673082369,"¿En qué se parecen un cigarrillo ""Light"" y masturbarse? En que no son lo ideal, pero quitan las ganas. by @Pedrojackie #ChistesPicantes",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18745289670131712,-Cásate con un arqueólogo -¿Por qué? -Porque entre más vieja te pongas... más encantadora te encontrará! #ChistesPicantes,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18788920649064448,"Mickey Mouse va con Mimí: -Mimí, I wanna divorce! -Mickey, are u fucking crazy? -No, I'm just fucking Daisy! #ChistesPicantes",0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
18835771188314113,"-Mamá, son las 3 y no puedo dormir, me cuentas un cuento? -Mejor esperemos a tu papá a ver cuál nos cuenta hoy #ChistesPicantes",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19106590841896960,"Tras revisar al esposo, el Dr dice a la mujer: -El aspecto de su marido no me gusta -A mi tampoco pero es bueno con mis hijos!",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19151394988630017,"Niño, ¿con q estás jugando? -Con lo q me sale de los huevos. (Paaf, golpazo!) -(Sniff!) Pues ya no me regales Kinder-Sorpresa!",0,0,n,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19480244649988097,"-Doctor Doctor, me tragué un lápiz... -Siéntese ahí y escriba su nombre...  #ChistesPicantes",0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19572336038514688,Pepito sorprende a sus papás en el 69: -Ahh! y a mi me quieren llevar al psicólogo por comerme las uñas! #ChistesPicantes,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19817175518810112,"Mujer: No tengo hijos, soy esméril. Amiga: Quizá tu esposo es imponente. Esposo: Ignorantes. Son esas pastillas anticorrosivas!",0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
19863570355322881,"Un hombre debe tener a una mujer bella, una mujer inteligente, una mujer simpática... y que no se conozcan entre ellas.",0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
19876312223064064,"Te recomendamos seguir a @Famoseando Frases, noticias, chismes y todo lo que te interesa de los Famosos. ¡No te lo pierdas!",0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19908785145389056,"Sorprende al marido con otra: -Maldito me engañaste! -Pero tú igual a mí -Yo? -Sí, dijiste que llegarías a las 10 y son las 8",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20193493292945409,"Algunos hombres quieren tanto a sus esposas, que para no gastarlas prefieren usar las de otros... #ChistesPicantes",0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20280341851807744,"El esposo a la esposa: Mi amor que te parece si le escribimos a la cigüeña? -Para qué, si tu pluma ni sirve. #ChistesPicantes",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20539987451707392,En la nueva era cuando un hombre dice que se le cayó el pajarito... es que se quedó sin twitter! #ChistesPicantes,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0
20586986456748033,En un funeral: -Despidamos a un excelente padre de familia y esposo! La esposa al hijo: -Checa el ataud a ver si es tu padre!,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20634541722959873,-Tu no tienes pelos en la lengua! -Nomás porque tu no quieres... #ChistesPicantes,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20903653938307073,"Doctor, me duele mucho el riñón -Ha usted orinado piedras? -Sí doctor, he orinado piedras, coches, árboles, postes...",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
